SocialSecurityNumberValue|StatusID
331-16-5468|1
112-29-1319|1
316-18-4421|1
590-23-2717|1
038-82-6393|1
884-69-8837|1
309-05-4510|1
573-34-3116|1
220-77-5638|1
337-42-4066|1
955-60-7851|1
804-19-7296|1
793-87-5353|1
028-95-9151|1
577-82-1538|1
776-72-7340|1
933-32-3007|1
325-75-4771|1
803-75-8249|1
235-89-5204|1
568-97-7576|1
036-63-6214|1
487-24-6320|1
909-09-8101|1
349-28-0919|1
536-99-5079|1
158-44-0519|1
829-40-1004|1
106-63-8504|1
308-01-4304|1
904-56-9851|1
015-46-9788|1
158-54-1915|1
532-29-4844|1
102-03-2231|1
491-97-4695|1
385-27-7614|1
317-08-4489|1
468-74-5767|1
657-93-0047|1
771-18-2319|1
202-01-5323|1
825-34-8223|1
113-38-4536|1
317-62-1539|1
567-73-3785|1
877-61-6539|1
381-92-7336|1
669-59-4811|1
536-55-7212|1
402-50-6124|1
187-76-1110|1
253-90-0193|1
691-66-6430|1
647-27-8892|1
308-01-4520|1
295-90-0105|1
198-78-3144|1
351-39-2559|1
498-53-4173|1
052-29-7870|1
102-71-8779|1
841-13-8640|1
043-32-8271|1
359-19-9495|1
011-73-6505|1
844-36-5870|1
030-24-6456|1
711-21-7204|1
298-83-3713|1
855-75-3680|1
602-64-3771|1
856-55-5615|1
012-47-8711|1
588-25-5859|1
184-84-5934|1
365-34-6564|1
605-65-1713|1
830-03-0474|1
142-39-5067|1
158-54-2934|1
493-19-5609|1
459-75-5470|1
572-16-1877|1
089-83-8946|1
716-44-9892|1
060-53-3652|1
127-93-4964|1
715-25-1002|1
197-77-6174|1
330-71-1557|1
055-85-9234|1
578-10-0642|1
025-72-0817|1
047-79-1848|1
469-52-8208|1
277-12-5809|1
059-09-8629|1
142-04-6097|1
797-78-9381|1
461-26-9856|1
929-25-4404|1
032-04-9792|1
971-14-3461|1
925-04-8033|1
284-08-1412|1
312-25-7332|1
280-92-6572|1
037-27-6328|1
293-91-8233|1
314-78-3172|1
126-56-4615|1
096-12-5494|1
744-44-4823|1
841-31-9762|1
235-14-0470|1
060-85-9497|1
469-49-5320|1
205-18-3425|1
329-89-9711|1
807-74-1209|1
156-66-3576|1
029-80-4706|1
342-19-9639|1
592-57-8091|1
251-44-6146|1
681-80-1387|1
586-24-0554|1
873-84-2952|1
785-92-3828|1
119-76-2238|1
578-93-6975|1
362-68-6480|1
619-21-3340|1
576-72-6704|1
985-87-9183|1
723-95-7437|1
728-65-0913|1
832-22-5062|1
066-28-8122|1
063-25-8779|1
088-23-4199|1
740-02-6303|1
112-89-7521|1
966-07-5957|1
804-01-5152|1
385-88-9682|1
377-07-9672|1
639-39-1201|1
133-74-7152|1
192-30-4033|1
835-56-9623|1
456-49-4950|1
251-25-8635|1
288-61-0643|1
991-76-5853|1
496-03-2122|1
991-68-3946|1
844-68-1812|1
910-45-8317|1
300-61-2675|1
915-92-5937|1
349-13-5059|1
633-35-5210|1
021-14-6421|1
105-09-4512|1
903-65-6298|1
535-64-7180|1
503-20-6155|1
009-99-8707|1
781-54-0399|1
663-95-6379|1
596-37-6909|1
471-64-6304|1
080-86-6793|1
691-97-5459|1
752-74-5968|1
730-01-8012|1
202-76-9708|1
549-41-7200|1
978-34-1391|1
635-85-8030|1
481-36-1840|1
005-51-7157|1
760-43-0048|1
999-46-7748|1
039-81-2296|1
070-26-2527|1
274-06-5377|1
239-46-1855|1
667-05-9610|1
970-49-3027|1
491-44-0099|1
876-21-6137|1
362-75-2305|1
881-96-5755|1
796-21-3098|1
196-51-6000|1
490-90-0839|1
886-36-8011|1
266-25-8957|1
998-34-4622|1
754-79-9398|1
702-51-0111|1
765-17-6019|1
616-71-5081|1
023-39-0815|1
962-44-2587|1
875-47-5357|1
361-48-5838|1
219-60-0830|1
209-61-9675|1
718-36-4111|1
768-13-1802|1
635-10-6946|1
299-43-3484|1
998-87-2010|1
576-86-9685|1
719-31-8002|1
637-13-8661|1
926-39-3091|1
356-48-9030|1
928-56-5516|1
634-89-3442|1
097-26-2664|1
901-33-3479|1
564-58-0400|1
188-36-6057|1
383-64-7407|1
115-49-3077|1
168-09-2408|1
545-84-7326|1
871-28-6110|1
791-37-8747|1
796-37-9767|1
856-48-6102|1
702-82-9765|1
452-08-5457|1
826-74-0309|1
703-97-8401|1
163-81-0674|1
244-47-8168|1
104-55-4123|1
534-03-0471|1
737-77-2064|1
166-39-9990|1
629-53-1645|1
131-41-6706|1
331-71-0082|1
695-72-1027|1
702-17-3064|1
771-63-5569|1
807-55-8967|1
160-75-9265|1
198-17-7881|1
929-71-3002|1
339-66-3485|1
032-08-4470|1
676-04-4015|1
397-91-7521|1
808-41-8332|1
310-83-8625|1
740-96-1435|1
649-36-8377|1
103-47-7728|1
238-93-2439|1
882-40-9995|1
708-36-0580|1
754-67-0934|1
859-10-5973|1
156-41-6402|1
145-35-3450|1
094-88-3365|1
925-19-7493|1
157-69-3030|1
511-93-6054|1
674-44-0994|1
158-51-5110|1
752-10-0526|1
775-55-1619|1
769-88-8710|1
546-49-9473|1
198-95-1178|1
428-15-0443|1
907-95-2130|1
250-55-6661|1
755-25-7406|1
488-19-6573|1
498-99-8962|1
130-39-2505|1
293-32-3328|1
175-16-3076|1
878-61-1956|1
356-32-9716|1
488-25-2932|1
056-25-5573|1
298-50-5496|1
387-03-3121|1
421-28-6958|1
214-05-4964|1
052-07-5659|1
867-14-8266|1
711-73-8006|1
905-37-9406|1
471-40-9301|1
769-01-9390|1
364-44-7476|1
339-83-8894|1
701-90-2978|1
021-75-8751|1
612-66-5623|1
699-31-2451|1
406-62-1110|1
467-35-5173|1
756-39-1305|1
609-91-6207|1
382-65-2809|1
756-85-6054|1
748-71-2370|1
676-17-2293|1
529-69-9795|1
925-30-7073|1
378-77-0951|1
685-36-3801|1
828-89-0993|1
231-58-4385|1
759-10-9901|1
677-64-1011|1
594-85-8150|1
956-95-5923|1
009-73-4537|1
881-93-6530|1
538-83-0991|1
423-23-1447|1
526-69-2889|1
900-92-9518|1
506-52-1298|1
798-91-0749|1
239-85-0519|1
878-33-4386|1
892-42-8208|1
503-68-6340|1
926-94-9599|1
446-69-7512|1
340-34-8610|1
845-15-9419|1
812-69-9263|1
863-45-4321|1
463-21-8118|1
379-64-0859|1
601-66-4999|1
660-53-8093|1
324-03-0200|1
655-97-9823|1
991-06-8257|1
379-46-5816|1
214-39-7005|1
110-07-6377|1
512-03-9706|1
389-04-4674|1
822-55-3038|1
874-84-0334|1
252-68-8050|1
052-52-1283|1
922-16-7192|1
944-87-3909|1
606-09-7505|1
231-17-2490|1
385-49-5930|1
862-15-5017|1
838-93-9829|1
552-83-4267|1
678-12-2147|1
792-13-7801|1
776-17-8719|1
572-19-9089|1
918-57-1578|1
580-78-9560|1
717-59-3826|1
055-49-3541|1
440-39-5306|1
303-22-5867|1
146-37-3247|1
293-27-7535|1
176-81-9568|1
970-45-0029|1
377-81-3031|1
684-94-5802|1
344-26-1525|1
027-83-2408|1
044-62-6290|1
860-35-7380|1
250-47-9490|1
285-43-8186|1
584-62-3027|1
404-40-9686|1
999-74-1382|1
380-68-6758|1
051-75-4454|1
950-95-9542|1
434-12-5337|1
084-25-6419|1
125-32-4619|1
219-72-9804|1
054-10-3860|1
485-10-3179|1
278-94-8551|1
184-03-0894|1
103-66-9457|1
953-81-5956|1
293-30-5139|1
994-85-3087|1
285-50-3773|1
661-28-0882|1
507-78-0256|1
158-33-5861|1
290-57-6565|1
128-67-0197|1
099-25-0908|1
444-98-5843|1
696-17-5058|1
866-92-4216|1
467-06-2408|1
078-20-5995|1
940-62-6600|1
767-68-2472|1
064-94-3383|1
360-66-2432|1
939-17-6263|1
494-89-6006|1
218-84-5190|1
793-96-1083|1
582-64-8543|1
604-69-2670|1
346-22-3669|1
057-19-0561|1
360-33-5733|1
843-38-0365|1
246-34-5081|1
263-92-7611|1
795-97-1633|1
640-86-3590|1
081-15-6521|1
552-19-0367|1
393-46-2536|1
072-02-4507|1
876-88-9780|1
570-14-5636|1
028-38-4600|1
483-55-6282|1
600-32-7134|1
094-81-7189|1
104-70-3533|1
008-97-0395|1
404-80-1475|1
537-45-9208|1
783-18-3223|1
058-39-0450|1
783-23-8377|1
600-61-4848|1
899-60-6006|1
024-95-8648|1
323-30-6510|1
535-96-3089|1
098-86-9056|1
938-17-3266|1
416-49-9238|1
539-70-3723|1
306-54-9334|1
668-31-5837|1
881-50-0925|1
868-11-3787|1
439-38-8563|1
283-22-1509|1
270-25-2072|1
014-96-5180|1
140-84-0588|1
511-19-1221|1
561-36-8980|1
229-72-4090|1
931-65-9895|1
068-65-4635|1
217-23-7594|1
527-50-7861|1
470-14-2774|1
773-27-4516|1
165-29-5826|1
416-53-4657|1
525-37-3207|1
970-31-7489|1
481-21-6623|1
447-35-5585|1
162-21-5948|1
743-79-7311|1
758-61-3447|1
273-05-0499|1
844-79-0908|1
447-07-4252|1
826-52-1256|1
524-54-2834|1
143-25-9214|1
011-05-2892|1
124-03-7824|1
719-61-0666|1
856-42-4958|1
851-66-9170|1
121-25-3292|1
271-13-5195|1
658-04-1473|1
237-62-8351|1
433-64-6604|1
312-60-5508|1
809-75-5658|1
056-15-0180|1
268-13-1764|1
025-59-6418|1
929-97-8590|1
209-40-2899|1
954-87-1205|1
402-35-0125|1
142-88-4019|1
947-29-9740|1
406-54-8205|1
945-05-9088|1
351-07-1037|1
311-01-9998|1
343-63-4443|1
505-31-6461|1
976-23-2348|1
371-36-7287|1
430-41-3957|1
553-91-2620|1
616-32-8399|1
203-62-0444|1
821-98-9332|1
950-85-3373|1
187-64-8687|1
121-06-7184|1
568-64-5791|1
756-97-0616|1
739-04-1883|1
092-51-6339|1
513-79-1518|1
841-69-6832|1
160-14-0158|1
400-68-3233|1
713-03-3672|1
897-19-7141|1
860-31-3488|1
677-98-2773|1
683-86-3490|1
778-46-5825|1
856-73-4697|1
299-44-0594|1
186-35-9480|1
186-96-9181|1
702-17-9522|1
256-05-9452|1
694-84-8512|1
474-23-2049|1
285-83-8126|1
874-16-8347|1
334-38-6777|1
433-54-9547|1
853-41-5888|1
308-71-8397|1
766-67-3491|1
431-97-8170|1
325-43-8174|1
404-09-6211|1
731-38-4977|1
265-02-6012|1
247-31-1860|1
114-85-5792|1
241-27-6244|1
997-40-6294|1
357-39-1299|1
012-71-5573|1
855-85-8613|1
995-55-7314|1
018-93-2974|1
057-70-1618|1
457-59-3994|1
987-07-4010|1
654-65-8230|1
770-19-7052|1
193-33-0251|1
188-05-6975|1
491-72-6739|1
940-41-1597|1
740-25-7615|1
455-10-9210|1
282-19-5673|1
463-54-8132|1
230-37-3255|1
729-36-0554|1
734-09-6643|1
157-80-2220|1
706-83-8831|1
600-56-9824|1
488-52-1799|1
240-25-8100|1
639-20-5567|1
902-49-0064|1
138-73-7869|1
212-95-6783|1
372-76-3618|1
618-21-3230|1
495-58-4481|1
539-75-2667|1
038-68-6185|1
585-97-0238|1
633-99-1212|1
515-09-1587|1
499-83-5979|1
658-02-0731|1
435-49-8712|1
205-23-8030|1
621-87-3107|1
857-74-6642|1
362-10-4511|1
290-86-8062|1
388-55-7551|1
763-58-9677|1
557-85-6728|1
203-12-3738|1
725-83-5653|1
375-11-2537|1
396-83-4540|1
815-96-1054|1
713-77-2460|1
457-16-9895|1
707-21-9680|1
791-27-4652|1
318-67-9160|1
903-65-3712|1
131-42-7496|1
936-14-9069|1
099-98-9954|1
198-89-0313|1
352-57-5890|1
650-05-8021|1
722-10-7033|1
683-50-9111|1
406-93-5672|1
101-06-4327|1
338-49-1854|1
083-68-5465|1
356-77-6445|1
339-36-1665|1
994-51-3140|1
936-44-6979|1
876-67-6218|1
114-18-5474|1
668-45-9220|1
838-53-1986|1
340-99-9298|1
563-86-4027|1
846-27-8870|1
043-30-2737|1
158-38-7422|1
537-69-9853|1
597-47-4939|1
869-23-3891|1
811-23-3103|1
638-42-2383|1
624-52-2453|1
446-99-3593|1
237-43-6504|1
911-09-1701|1
811-83-3741|1
348-95-7988|1
805-13-7579|1
936-24-0620|1
704-47-7748|1
541-75-6360|1
093-21-8545|1
649-42-7766|1
029-71-3836|1
383-30-2577|1
335-68-3782|1
324-06-3903|1
015-46-2675|1
511-83-2838|1
480-69-2762|1
184-74-5287|1
584-69-6795|1
015-82-8829|1
316-17-4155|1
597-32-2446|1
415-42-8308|1
500-60-5554|1
684-38-4122|1
385-53-2892|1
369-58-3751|1
571-17-7305|1
500-84-9704|1
855-80-6043|1
578-32-8670|1
495-01-8961|1
974-42-1430|1
023-10-4108|1
453-98-0858|1
721-50-3604|1
117-20-1701|1
390-64-2378|1
508-74-9937|1
685-10-4747|1
274-56-6235|1
227-92-2814|1
688-19-3725|1
516-41-1084|1
147-35-4849|1
964-12-1884|1
645-78-3453|1
610-74-5988|1
434-19-6746|1
629-98-2636|1
902-29-3204|1
668-75-5360|1
787-23-0579|1
804-04-3113|1
987-60-7900|1
062-25-3002|1
753-54-6269|1
805-04-3174|1
130-66-8217|1
025-79-7343|1
607-06-2011|1
109-61-1200|1
788-48-5967|1
948-18-8914|1
131-84-7473|1
035-62-1381|1
808-37-9438|1
375-87-4437|1
637-10-2497|1
003-54-0850|1
714-76-4340|1
324-20-9732|1
111-88-9867|1
670-28-7661|1
703-80-3667|1
735-67-1997|1
570-10-0417|1
683-22-4198|1
790-23-1829|1
757-47-5167|1
870-78-9390|1
512-24-4144|1
458-80-6429|1
774-92-7434|1
152-14-0989|1
178-67-0723|1
077-90-4222|1
050-43-4435|1
044-04-5465|1
015-53-9652|1
790-35-4067|1
470-80-4886|1
827-19-5694|1
952-28-8677|1
557-79-1714|1
298-53-0775|1
321-61-5613|1
111-68-5710|1
095-82-3522|1
496-47-2040|1
868-44-2740|1
677-98-5712|1
337-68-3386|1
610-35-4794|1
503-13-6232|1
554-49-6368|1
272-74-4984|1
469-69-9204|1
404-68-6724|1
835-38-9797|1
137-33-7231|1
366-09-8347|1
594-88-8124|1
600-96-8509|1
739-71-2621|1
082-61-5555|1
947-54-3270|1
715-23-7234|1
705-40-7500|1
354-28-3039|1
898-50-3057|1
359-47-0191|1
756-14-0406|1
788-96-6142|1
824-67-7835|1
647-73-9825|1
658-32-0719|1
117-88-8357|1
653-42-1082|1
999-66-6854|1
085-24-6053|1
509-70-4605|1
545-38-2367|1
243-33-4706|1
515-16-5792|1
713-89-5515|1
939-06-6688|1
767-69-9517|1
232-78-6131|1
470-70-0531|1
911-75-4773|1
355-70-7205|1
009-32-9704|1
323-11-3502|1
746-42-9962|1
601-60-7287|1
257-94-5299|1
557-06-6019|1
017-32-5451|1
653-28-9194|1
847-08-6738|1
184-33-5692|1
993-16-4553|1
858-70-5752|1
581-62-9559|1
319-03-2798|1
955-63-1801|1
884-22-7662|1
523-36-6967|1
875-34-3868|1
176-36-0394|1
051-48-0269|1
676-56-0833|1
427-61-4420|1
274-40-2361|1
954-97-4429|1
646-70-2954|1
266-70-6458|1
739-96-8618|1
907-66-9778|1
872-12-8213|1
069-68-3486|1
536-53-1413|1
929-64-4596|1
197-53-0227|1
738-61-8157|1
530-57-3786|1
254-23-6405|1
092-91-6574|1
394-31-5128|1
165-77-9016|1
106-55-4902|1
621-21-7144|1
887-42-4456|1
302-71-0558|1
835-07-1694|1
623-01-3518|1
047-38-0920|1
599-62-8883|1
181-97-7732|1
691-15-2185|1
628-76-8733|1
558-10-9740|1
532-12-4063|1
102-64-1496|1
933-95-5126|1
585-26-8413|1
488-77-3102|1
161-12-3915|1
809-51-9358|1
602-44-2277|1
941-20-2768|1
227-67-9529|1
183-28-9777|1
196-09-8839|1
945-94-7346|1
942-66-6666|1
376-60-7216|1
931-21-3717|1
908-47-6451|1
482-75-5847|1
039-93-6776|1
179-16-4465|1
872-70-2789|1
560-40-9776|1
863-29-6798|1
426-22-1741|1
657-86-8401|1
269-23-8436|1
506-01-9930|1
905-32-2058|1
308-70-5296|1
393-16-1602|1
207-76-7848|1
288-07-9602|1
388-81-1939|1
744-07-9105|1
692-48-2520|1
471-82-8810|1
744-77-7043|1
834-67-1508|1
454-96-3871|1
074-25-7017|1
448-47-1357|1
520-22-4487|1
389-37-7976|1
879-88-4101|1
650-76-9409|1
083-22-8368|1
953-83-8756|1
648-65-3880|1
456-37-0943|1
634-83-1018|1
573-32-5642|1
492-30-5980|1
775-18-2620|1
803-09-4561|1
084-86-8875|1
294-19-9104|1
210-37-7546|1
550-12-4152|1
826-80-8219|1
747-07-8478|1
355-75-5343|1
696-31-5669|1
846-16-4664|1
343-31-0411|1
575-15-7548|1
420-56-7838|1
500-17-1880|1
184-42-4636|1
347-03-1954|1
149-66-4963|1
776-03-1084|1
414-45-3267|1
921-39-5580|1
321-45-0266|1
444-86-0633|1
713-97-9686|1
660-41-2345|1
039-25-9022|1
660-17-3310|1
071-35-2837|1
372-69-4917|1
970-57-2806|1
932-16-7019|1
428-50-1776|1
226-18-7133|1
162-74-5573|1
400-63-0478|1
227-49-2595|1
262-74-7799|1
206-75-2781|1
995-85-0390|1
275-94-7513|1
535-47-3000|1
782-78-8145|1
267-23-9087|1
057-81-0673|1
189-50-4309|1
773-67-7149|1
236-15-2083|1
233-71-8289|1
501-72-4065|1
424-43-6468|1
139-95-2310|1
962-63-2659|1
258-62-8528|1
233-96-2565|1
351-21-9256|1
712-02-2561|1
847-22-1805|1
324-04-8041|1
543-30-7656|1
471-28-0543|1
408-84-7996|1
262-91-8608|1
836-23-8716|1
165-52-0530|1
862-01-1848|1
951-88-5033|1
903-79-7094|1
151-58-2106|1
466-81-9131|1
427-42-3242|1
500-78-3356|1
798-82-1172|1
457-09-2866|1
065-87-7903|1
385-68-7055|1
128-46-0356|1
619-59-4210|1
263-57-4939|1
345-26-2662|1
589-79-1039|1
947-41-8079|1
547-66-7301|1
717-07-1776|1
068-50-7927|1
217-84-9117|1
919-76-8946|1
505-34-3526|1
877-80-8277|1
903-24-2186|1
841-45-5676|1
851-86-2932|1
183-12-4667|1
982-83-0173|1
975-41-3985|1
858-55-0962|1
628-05-7291|1
582-43-4916|1
372-09-4568|1
751-07-6022|1
980-64-4270|1
512-87-6096|1
610-22-6271|1
500-04-7215|1
445-93-9290|1
877-53-9286|1
954-02-2556|1
731-28-1923|1
490-26-0282|1
076-48-7839|1
836-43-0470|1
864-01-1927|1
590-46-5344|1
789-25-3352|1
469-13-0117|1
008-14-4890|1
563-49-5543|1
528-79-0505|1
347-25-3694|1
235-03-6163|1
581-53-7372|1
843-66-6024|1
674-58-9345|1
736-29-0658|1
394-17-7718|1
920-26-1463|1
181-48-1224|1
539-51-9852|1
230-31-6344|1
996-52-7536|1
823-36-4419|1
918-21-7138|1
598-62-4656|1
409-33-5565|1
554-82-2070|1
489-14-6319|1
279-43-9860|1
223-06-5400|1
494-05-0208|1
752-61-3548|1
968-68-0628|1
181-91-9318|1
624-48-9578|1
058-32-6367|1
681-77-1491|1
566-98-6871|1
778-74-1744|1
003-72-0917|1
767-60-3012|1
901-42-1651|1
693-84-0121|1
111-44-6549|1
494-37-9131|1
275-86-6577|1
674-22-1037|1
349-54-2829|1
391-92-0577|1
334-97-8728|1
181-96-9601|1
971-41-3128|1
631-72-0521|1
793-37-4765|1
625-57-3302|1
494-08-6111|1
774-50-8761|1
517-33-4973|1
988-42-0579|1
019-51-4960|1
108-36-8723|1
140-93-4757|1
695-52-9603|1
600-64-1428|1
606-88-8557|1
627-72-9723|1
952-89-8559|1
447-56-4705|1
996-66-6370|1
463-98-9950|1
255-61-2112|1
556-68-0054|1
604-49-6397|1
854-80-5494|1
651-18-8587|1
733-91-4473|1
641-36-6935|1
086-07-6139|1
640-66-8000|1
402-15-2665|1
838-23-5397|1
965-35-0321|1
931-05-1958|1
850-03-2393|1
333-10-0976|1
307-79-3859|1
612-27-7527|1
190-82-6222|1
302-17-5467|1
597-91-0246|1
206-21-3428|1
373-02-5674|1
010-68-8282|1
826-80-8613|1
252-79-3379|1
454-75-9674|1
516-34-8650|1
414-79-8791|1
514-65-4106|1
917-66-1759|1
485-34-1337|1
172-64-8205|1
896-95-0826|1
530-30-1105|1
558-78-4617|1
891-93-0302|1
284-84-4167|1
579-09-5824|1
160-79-4123|1
464-86-3666|1
157-10-0216|1
652-34-4673|1
727-08-1462|1
517-56-7932|1
884-98-0367|1
754-85-0051|1
418-62-7109|1
381-63-8166|1
759-90-2534|1
551-02-8536|1
408-43-1002|1
716-37-2048|1
089-90-4438|1
994-17-8579|1
884-76-2895|1
623-69-0949|1
546-41-9348|1
407-05-2370|1
655-77-4589|1
205-89-4351|1
214-18-0686|1
293-11-1250|1
693-17-6128|1
832-66-9511|1
561-42-4587|1
853-50-8663|1
527-14-2117|1
159-01-6067|1
918-01-3866|1
863-06-5969|1
746-88-0122|1
009-78-9873|1
789-59-6578|1
165-93-5255|1
482-71-7393|1
983-84-6231|1
778-80-2799|1
592-68-7574|1
224-06-1707|1
462-38-1081|1
738-83-1086|1
016-09-7817|1
939-55-6426|1
471-07-9051|1
209-36-2055|1
686-67-2919|1
867-93-1549|1
763-09-2578|1
317-16-2061|1
255-78-7251|1
816-33-2177|1
550-43-1003|1
417-47-6277|1
957-05-2937|1
980-31-7388|1
375-39-3155|1
552-54-3788|1
878-59-4387|1
953-97-7453|1
850-70-9327|1
576-68-7671|1
917-65-7362|1
687-66-9361|1
106-27-2104|1
664-91-8904|1
861-78-7777|1
519-94-7693|1
890-70-2481|1
347-93-7331|1
779-60-4515|1
355-57-7673|1
695-38-3603|1
526-07-6524|1
003-69-7252|1
379-45-2681|1
169-22-6847|1
548-10-1919|1
967-33-7566|1
164-68-9815|1
519-57-7168|1
004-90-0623|1
485-75-7029|1
443-96-5277|1
530-34-7200|1
126-52-2549|1
045-51-2561|1
980-18-7232|1
049-23-5046|1
260-39-2345|1
011-53-6970|1
379-01-4918|1
935-99-7788|1
663-89-6964|1
565-72-2453|1
157-02-7572|1
472-84-8155|1
502-12-1737|1
725-54-3932|1
993-95-6777|1
558-23-3629|1
468-43-4379|1
830-16-3273|1
228-19-5167|1
476-38-6168|1
560-42-4526|1
478-89-2128|1
747-78-5452|1
419-51-4122|1
523-65-4685|1
099-94-0449|1
101-11-6695|1
334-10-2931|1
807-33-8664|1
430-25-6524|1
299-03-7381|1
557-17-1242|1
940-52-0636|1
465-81-4372|1
817-05-9233|1
026-31-4984|1
858-13-2478|1
472-38-2759|1
947-23-3181|1
160-67-5648|1
347-32-5442|1
892-12-4832|1
674-96-4873|1
344-16-4264|1
981-63-2952|1
233-52-0475|1
370-78-0193|1
368-57-1142|1
405-82-6507|1
462-61-9396|1
806-78-8450|1
499-12-4927|1
893-92-9291|1
440-35-3407|1
012-51-9713|1
821-49-7387|1
980-71-7103|1
271-79-8887|1
545-97-7463|1
430-49-2933|1
832-21-3571|1
548-54-3772|1
581-48-5177|1
802-34-5910|1
119-93-4302|1
678-36-0567|1
143-58-3364|1
912-48-8944|1
230-54-9910|1
956-95-1402|1
746-46-4366|1
636-61-1398|1
983-46-9763|1
594-24-0080|1
221-18-3758|1
120-16-8604|1
459-86-6213|1
690-29-9050|1
956-92-7301|1
463-32-0027|1
386-62-5294|1
378-06-8763|1
155-48-3219|1
291-69-8936|1
081-55-3433|1
329-69-3036|1
519-11-3831|1
131-50-0864|1
519-06-1756|1
532-68-6871|1
410-52-1451|1
973-21-6149|1
479-84-1219|1
499-96-6701|1
539-17-1719|1
727-61-7387|1
562-63-2297|1
427-94-2082|1
619-26-1273|1
443-85-9996|1
701-62-8031|1
635-88-1741|1
748-11-3407|1
728-85-8472|1
182-02-1452|1
713-59-3295|1
914-79-4471|1
437-97-0508|1
458-98-5771|1
936-36-9523|1
488-04-9850|1
123-80-3421|1
867-90-2875|1
997-97-5030|1
398-83-7784|1
383-25-9246|1
063-90-6635|1
797-53-0673|1
552-27-6530|1
752-18-8976|1
597-81-7524|1
388-24-8143|1
862-06-2207|1
803-84-6882|1
042-91-8122|1
944-04-1364|1
273-08-7381|1
652-87-4474|1
289-69-5071|1
917-57-5346|1
689-12-7266|1
390-40-1675|1
750-01-5928|1
964-52-1856|1
704-26-0609|1
975-75-6117|1
255-61-2251|1
517-48-1021|1
160-94-9377|1
305-10-5508|1
307-94-4897|1
686-12-7312|1
961-65-5159|1
645-20-0293|1
543-31-5549|1
552-94-6139|1
387-32-9341|1
895-66-9613|1
310-18-6347|1
624-23-4563|1
230-45-9100|1
042-66-5760|1
696-02-1460|1
330-02-1037|1
096-61-4148|1
196-97-1719|1
547-61-9961|1
324-91-7860|1
617-41-2815|1
528-38-9415|1
097-34-4217|1
060-42-7481|1
120-50-6511|1
978-85-9304|1
468-06-2998|1
830-80-0527|1
546-12-1993|1
463-08-6234|1
460-90-5270|1
124-43-2453|1
295-17-6416|1
205-24-6767|1
682-04-1951|1
667-08-4716|1
521-57-7503|1
066-85-8615|1
486-78-6123|1
229-98-2626|1
742-63-2597|1
798-60-5093|1
221-99-0762|1
406-68-6891|1
289-27-8237|1
623-15-7632|1
857-88-0374|1
727-94-5091|1
873-40-0500|1
665-64-6391|1
633-07-1858|1
379-46-5995|1
417-88-4368|1
686-45-0812|1
396-12-8839|1
062-77-5923|1
038-86-6377|1
849-37-1020|1
226-02-6916|1
750-92-2051|1
459-56-3576|1
437-77-6187|1
503-91-8014|1
225-21-2649|1
327-18-4343|1
956-33-8272|1
625-81-6174|1
458-63-7745|1
002-78-6943|1
084-16-4476|1
907-66-9585|1
232-23-8899|1
723-95-3419|1
265-56-8671|1
791-81-6570|1
373-52-1996|1
668-27-6823|1
864-13-1133|1
588-01-9279|1
583-44-9891|1
924-42-7560|1
354-32-5397|1
307-10-9453|1
544-24-3739|1
485-36-2540|1
750-67-8141|1
118-63-2612|1
495-42-8846|1
765-05-5410|1
845-64-2249|1
962-14-5228|1
353-34-1384|1
111-44-4972|1
118-07-4280|1
254-13-0366|1
309-38-7654|1
859-83-3348|1
114-47-8070|1
728-43-0035|1
871-59-2729|1
998-46-4507|1
720-58-0921|1
851-14-0193|1
116-64-2298|1
317-01-5622|1
833-24-2927|1
848-46-6643|1
775-98-8065|1
890-84-6748|1
716-62-9112|1
135-24-8486|1
225-12-6054|1
977-53-5411|1
944-46-2466|1
746-74-1983|1
105-79-4656|1
245-89-1890|1
711-03-1316|1
608-23-4750|1
644-83-7339|1
417-14-5078|1
108-98-3995|1
381-10-8814|1
956-85-7068|1
751-90-9995|1
418-03-2424|1
608-78-0516|1
210-47-7299|1
722-42-2164|1
717-61-8955|1
131-33-7035|1
807-53-3220|1
739-64-7630|1
798-72-7040|1
584-29-0390|1
482-95-1196|1
132-19-1937|1
233-04-0452|1
682-21-6645|1
778-39-5564|1
183-66-4769|1
985-82-5228|1
004-94-3765|1
677-68-3913|1
479-81-0614|1
348-62-1829|1
691-24-4651|1
097-58-4250|1
702-89-2973|1
658-13-3192|1
657-96-2525|1
207-61-0597|1
227-60-4616|1
516-48-0149|1
743-45-5118|1
802-75-2263|1
983-34-5828|1
482-09-1456|1
092-09-0791|1
052-29-9287|1
226-35-8195|1
058-02-7179|1
139-28-1941|1
002-12-0269|1
721-18-7613|1
450-36-1306|1
913-90-1445|1
071-67-7900|1
736-18-8741|1
107-12-5292|1
980-18-3143|1
533-29-1338|1
196-68-4345|1
794-66-4805|1
033-98-2144|1
556-76-9120|1
384-64-7326|1
948-14-3844|1
784-16-6704|1
030-32-8441|1
843-04-1574|1
665-03-9452|1
712-19-8841|1
627-26-6679|1
696-12-2361|1
664-04-6925|1
576-18-4155|1
962-72-4743|1
796-04-0365|1
929-75-1361|1
463-17-3649|1
590-95-6315|1
323-37-9610|1
269-84-5718|1
028-75-3861|1
065-25-0194|1
149-12-1158|1
977-45-1405|1
429-88-3093|1
683-86-9889|1
908-78-4401|1
